expno,polymer,solvent,mn,mw,cryst,tg,dens,pressure,temperature,wa,doi,notes
14105,10,1,122000,196000,0,381,1.048,0.5066265,461.483,0.002155151660731,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14106,10,1,122000,196000,0,381,1.048,0.6079518,461.483,0.002585067750266,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14107,10,1,122000,196000,0,381,1.048,0.7092771,461.483,0.003014613545268,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14108,10,1,122000,196000,0,381,1.048,0.8106024,461.483,0.003443789523942,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14109,10,1,122000,196000,0,381,1.048,0.9119277,461.483,0.003872596163673,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14110,10,1,122000,196000,0,381,1.048,1.013253,461.483,0.004301033941021,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14111,10,1,122000,196000,0,381,1.048,1.1145783,461.483,0.004729103331729,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14112,10,1,122000,196000,0,381,1.048,1.2159036,461.483,0.005156804810721,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14113,10,1,122000,196000,0,381,1.048,1.3172289,461.483,0.005584138852107,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14114,10,1,122000,196000,0,381,1.048,1.4185542,461.483,0.006011105929179,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14115,10,1,122000,196000,0,381,1.048,1.5198795,461.483,0.006437706514421,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14116,10,1,122000,196000,0,381,1.048,1.6212048,461.483,0.006863941079502,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14117,10,1,122000,196000,0,381,1.048,1.7225301,461.483,0.007289810095285,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14118,10,1,122000,196000,0,381,1.048,1.8238554,461.483,0.007715314031824,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14119,10,1,122000,196000,0,381,1.048,1.9251807,461.483,0.008140453358369,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14120,10,1,122000,196000,0,381,1.048,2.026506,461.483,0.008565228543364,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14121,10,32,122000,196000,0,381,1.048,0.007092771,461.483,0.000104768410313,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14122,10,32,122000,196000,0,381,1.048,0.014185542,461.483,0.000209514870085,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14123,10,32,122000,196000,0,381,1.048,0.021278313,461.483,0.000314239386216,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14124,10,32,122000,196000,0,381,1.048,0.028371084,461.483,0.000418941965599,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14125,10,32,122000,196000,0,381,1.048,0.035463855,461.483,0.000523622615127,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14126,10,32,122000,196000,0,381,1.048,0.042556626,461.483,0.000628281341689,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14127,10,32,122000,196000,0,381,1.048,0.049649397,461.483,0.000732918152171,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14128,10,32,122000,196000,0,381,1.048,0.056742168,461.483,0.000837533053455,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14129,10,32,122000,196000,0,381,1.048,0.063834939,461.483,0.000942126052423,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14130,10,32,122000,196000,0,381,1.048,0.07092771,461.483,0.001046697155953,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14131,10,32,122000,196000,0,381,1.048,0.078020481,461.483,0.001151246370918,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14132,10,32,122000,196000,0,381,1.048,0.085113252,461.483,0.00125577370419,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14133,10,32,122000,196000,0,381,1.048,0.1013253,461.483,0.001494611191954,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14134,10,32,122000,196000,0,381,1.048,0.2026506,461.483,0.002984761326224,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14135,10,32,122000,196000,0,381,1.048,0.3039759,461.483,0.004470470345837,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14136,10,32,122000,196000,0,381,1.048,0.4053012,461.483,0.005951758075122,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14137,10,32,122000,196000,0,381,1.048,0.5066265,461.483,0.007428644220596,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14138,10,32,122000,196000,0,381,1.048,0.6079518,461.483,0.008901148371833,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14139,10,32,122000,196000,0,381,1.048,0.7092771,461.483,0.010369290002335,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14140,10,32,122000,196000,0,381,1.048,0.8106024,461.483,0.011833088470387,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14141,10,32,122000,196000,0,381,1.048,0.9119277,461.483,0.013292563019909,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14142,10,32,122000,196000,0,381,1.048,1.013253,461.483,0.014747732781299,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14143,10,32,122000,196000,0,381,1.048,1.1145783,461.483,0.016198616772271,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14144,10,32,122000,196000,0,381,1.048,1.2159036,461.483,0.017645233898679,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14145,10,32,122000,196000,0,381,1.048,1.3172289,461.483,0.019087602955342,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14146,10,32,122000,196000,0,381,1.048,1.4185542,461.483,0.020525742626859,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14147,10,32,122000,196000,0,381,1.048,1.5198795,461.483,0.02195967148841,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14148,10,32,122000,196000,0,381,1.048,1.6212048,461.483,0.023389408006562,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14149,10,32,122000,196000,0,381,1.048,1.7225301,461.483,0.024814970540058,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14150,10,32,122000,196000,0,381,1.048,1.8238554,461.483,0.026236377340603,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14151,10,32,122000,196000,0,381,1.048,1.9251807,461.483,0.027653646553647,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14152,10,32,122000,196000,0,381,1.048,2.026506,461.483,0.02906679621915,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14153,10,17,122000,196000,0,381,1.048,0.063834939,461.483,0.000104418046389,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14154,10,17,122000,196000,0,381,1.048,0.07092771,461.483,0.000116018705494,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14155,10,17,122000,196000,0,381,1.048,0.078020481,461.483,0.000127619095423,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14156,10,17,122000,196000,0,381,1.048,0.085113252,461.483,0.000139219216186,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14157,10,17,122000,196000,0,381,1.048,0.1013253,461.483,0.000165732767233,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14158,10,17,122000,196000,0,381,1.048,0.2026506,461.483,0.000331410608869,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14159,10,17,122000,196000,0,381,1.048,0.3039759,461.483,0.000497033552207,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14160,10,17,122000,196000,0,381,1.048,0.4053012,461.483,0.00066260162453,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14161,10,17,122000,196000,0,381,1.048,0.5066265,461.483,0.000828114853101,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14162,10,17,122000,196000,0,381,1.048,0.6079518,461.483,0.000993573265165,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14163,10,17,122000,196000,0,381,1.048,0.7092771,461.483,0.001158976887951,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14164,10,17,122000,196000,0,381,1.048,0.8106024,461.483,0.001324325748668,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14165,10,17,122000,196000,0,381,1.048,0.9119277,461.483,0.001489619874507,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14166,10,17,122000,196000,0,381,1.048,1.013253,461.483,0.001654859292642,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14167,10,17,122000,196000,0,381,1.048,1.1145783,461.483,0.001820044030228,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14168,10,17,122000,196000,0,381,1.048,1.2159036,461.483,0.001985174114404,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14169,10,17,122000,196000,0,381,1.048,1.3172289,461.483,0.002150249572288,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14170,10,17,122000,196000,0,381,1.048,1.4185542,461.483,0.002315270430983,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14171,10,17,122000,196000,0,381,1.048,1.5198795,461.483,0.002480236717573,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14172,10,17,122000,196000,0,381,1.048,1.6212048,461.483,0.002645148459122,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14173,10,17,122000,196000,0,381,1.048,1.7225301,461.483,0.002810005682679,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14174,10,17,122000,196000,0,381,1.048,1.8238554,461.483,0.002974808415275,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14175,10,17,122000,196000,0,381,1.048,1.9251807,461.483,0.003139556683921,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14176,10,17,122000,196000,0,381,1.048,2.026506,461.483,0.003304250515612,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14177,10,76,122000,196000,0,381,1.048,2.026506,461.483,0.000103563289774,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14178,10,76,122000,196000,0,381,1.048,2.1278313,461.483,0.000108740891184,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14179,10,76,122000,196000,0,381,1.048,2.2291566,461.483,0.000113918438975,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14180,10,76,122000,196000,0,381,1.048,2.3304819,461.483,0.000119095933145,10.1002/aic.690120619,"PS from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14181,7,10,400000,400000,0,378,1.19,0.2026506,461.483,0.000112473294619,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14182,7,10,400000,400000,0,378,1.19,0.3039759,461.483,0.00016870045478,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14183,7,10,400000,400000,0,378,1.19,0.4053012,461.483,0.000224921291598,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14184,7,10,400000,400000,0,378,1.19,0.5066265,461.483,0.000281135806141,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14185,7,10,400000,400000,0,378,1.19,0.6079518,461.483,0.000337343999474,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14186,7,10,400000,400000,0,378,1.19,0.7092771,461.483,0.000393545872663,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14187,7,10,400000,400000,0,378,1.19,0.8106024,461.483,0.000449741426774,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14188,7,10,400000,400000,0,378,1.19,0.9119277,461.483,0.000505930662874,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14189,7,10,400000,400000,0,378,1.19,1.013253,461.483,0.000562113582027,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14190,7,10,400000,400000,0,378,1.19,1.1145783,461.483,0.000618290185299,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14191,7,10,400000,400000,0,378,1.19,1.2159036,461.483,0.000674460473754,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14192,7,10,400000,400000,0,378,1.19,1.3172289,461.483,0.000730624448457,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14193,7,10,400000,400000,0,378,1.19,1.4185542,461.483,0.000786782110474,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14194,7,10,400000,400000,0,378,1.19,1.5198795,461.483,0.000842933460867,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14195,7,10,400000,400000,0,378,1.19,1.6212048,461.483,0.000899078500701,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14196,7,10,400000,400000,0,378,1.19,1.7225301,461.483,0.00095521723104,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14197,7,10,400000,400000,0,378,1.19,1.8238554,461.483,0.001011349652948,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14198,7,10,400000,400000,0,378,1.19,1.9251807,461.483,0.001067475767486,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
14199,7,10,400000,400000,0,378,1.19,2.026506,461.483,0.00112359557572,10.1002/aic.690120619,"PMMA from an unknown source; Source and characterization are available from Durrill. P. L.. Ph.D. thesis, Virginia Polytech. Inst., Blacksburg, 1965, currently unreachable; assigned typical M of industrial samples; calculated using solubility parameter"
